RequirementText,Label,ProjectID
The PSAM either retrieves or re-derives the DES session key used for the purchase transaction being cancelled. The POS device authenticates the CEP card using this key and the S1 MAC,sec,ePurse
The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction and a new S4 MAC for the batch total count and amount and logs the transaction. The amount of the canceled last purchase transaction is subtracted from the header amount. The transaction is kept in a data store associated with the POS device until the merchant acquirer collects it,sec,ePurse
"A credit command, which contains the S2 MAC computed by the PSAM using the session key, is sent to the CEP card",sec,ePurse
The CEP card authenticates the terminal using the S2 MAC and the session key from the purchase transaction being cancelled. The CEP card increments the value of the purse and logs the transaction. The CEP card verifies that the cancellation amount is equal to the amount of the last step of the purchase transaction,sec,ePurse
A transaction collection process must exist. Data being transmitted from the POS devices must be transmitted in a manner that ensures integrity of the data,sec,ePurse
The batch is sent to the merchant acquirer. Delivery may involve transmission to multiple intermediate locations or it may be direct to the merchant acquirer,nonsec,ePurse
The merchant acquirer validates the batch to ensure that it has been transmitted correctly and enters it into the log,nonsec,ePurse
"If the business rules allow this transaction is to be aggregated, the PSAM must determine if it has an aggregation record for the card issuer. If the PSAM does not have an aggregation record for the card issuer, a new aggregation record for the card issuer must be created",nonsec,ePurse
The aggregated totals by card issuer must be transmitted to the merchant acquirer at the same time and manner as the non-aggregated detail transactions in the batch,nonsec,ePurse
"Each POS transaction completed at the POS device is given a S5 MAC by the PSAM, which is used by the merchant acquirer to validate that the transactions were made at a POS device with a valid PSAM. The batch total count and amount must be protected by the S4 MAC, which must also be validated by the merchant acquirer",sec,ePurse
"The merchant acquirer validates the PSAMƒ??s MACs prior to accepting the POS transactions for payment. In addition, selected data elements are validated to ensure correct processing by the POS device and its PSAM",sec,ePurse
"Each purchase transaction is signed by the CEP card with a S6 MAC, which is used by the card issuer to validate that the transaction was made with a legitimate, not counterfeit, CEP card. The card issuer validates the CEP cardƒ??s MAC",sec,ePurse
"Payment decisions are based on signature validations, scheme provider rules, and merchant and merchant acquirer agreements",sec,ePurse
"After investigation, if the merchant acquirer decides, based on scheme rules, to accept the transactions, a method must exist to settle them and forward them to the card issuer",nonsec,ePurse
"A transaction that passes merchant acquirer validations and is forwarded to the card issuer is paid for by the card issuer. If the transaction does not pass card issuer validations, the card issuer may follow the scheme providerƒ??s dispute procedures",nonsec,ePurse
"Pay on detail is the default payment arrangement for merchant acquirers to provide payment to their merchants. In this arrangement, the merchant acquirer relies on the POS transaction S5 MAC to determine acceptance. Merchants are paid only for valid POS transactions",sec,ePurse
POS transactions that were rejected for payment by the merchant acquirer are flagged with an error code indicating the type of validation failure and are forwarded to the card issuer for CEP card history information only,nonsec,ePurse
All load transactions are on-line transactions. Authorization of funds for load transactions must require a form of cardholder verification. The load device must support on-line encrypted PIN or off-line PIN verification,sec,ePurse
Off-line PIN verification must include both encrypted and unencrypted PIN,sec,ePurse
The card verification method indicator (CVMI) in the CEP card must specify support of online PIN verification and at least one method of off-line PIN verification (encrypted or unencrypted),sec,ePurse
"Since these transactions are on-line to the issuer, the issuer has the opportunity to lock the card or the application. These transactions are not available to a card that has already been locked",sec,ePurse
Card issuers must inform their cardholders as to which currencies they support in electronic purses,nonsec,ePurse
Load acquirers must determine the currencies that they must support for load transaction,nonsec,ePurse
"The CEP application must contain data that indicates the presence of a linked financial institution. If a linked financial institution is established for the CEP application, then linked loads must be allowed and data in the application must indicate whether linked loads are supported",nonsec,ePurse
"Flexibility is required to accommodate the variety of environments where unlinked loads may be implemented. As a result, the design specification must not preclude dual-leg transactions** from taking place either sequentially or in parallel. The design of a given implementation will vary depending on the device, host, and network capabilities",nonsec,ePurse
"Unload and currency exchange transactions are optional for CEP card issuers. The CEP card must indicate whether the card issuer supports these transactions. However, if a card issuer issues multi-currency capable cards, it must provide its cardholder with a facility to remove any remaining value. As a result, if a card issuer supports loading of multiple currencies onto a card, then it must support the unload or currency exchange transaction or both",nonsec,ePurse
The card issuer must establish its policies for assigning and adjusting slot maximum balances. These policies may require the card issuer to maintain a card database,nonsec,ePurse
"Currency exchange rate fluctuations may increase the card issuers liability. The card issuer must be able to adjust maximum balances to bring them in line with their policies. The card issuer may update the maximum balances as part of a load, a partial unload, and a currency exchange transaction. On a currency exchange transaction, only the ƒ??toƒ? currency maximum balance may be updated",nonsec,ePurse
"A CEP card may contain currencies that the load acquirer does not support. As a result, load devices must use the alphabetic issuer-supplied currency code and currency exponent from the CEP slot(s) to display the source amounts for the currency conversion transaction",nonsec,ePurse
Card issuers must provide an alphabetic currency code in each message that establishes a new currency. This alphabetic currency code and the currency exponent will be used by the load device to display currency balances. This allows the cardholder to identify the currency being displayed,nonsec,ePurse
"Script messages that conform to EMV specifications may be included as part of load, unload and currency exchange messages from the card issuer to the CEP card. An update key must be used when card parameters are changed. Script messages may be sent to the CEP card either before or after the credit for load, debit of unload and currency exchange commands",nonsec,ePurse
All on-line messages must have the ability to include card issuer discretionary data from the CEP card,nonsec,ePurse
The card issuer must notify the cardholder if the assessment of service fees by the card issuer during the currency exchange transaction may result in a balance of zero after the transaction has completed,nonsec,ePurse
The card issuer must have the ability to deactivate a CEP application in the response to a load or currency exchange transaction,nonsec,ePurse
"The CEP card may support multiple currencies. Each currency occupies a ƒ??slotƒ? within the CEP. The slots are defined by the currency supported. The currency for an individual slot is determined during load or currency exchange. Currency exchange could apply to a single slot, and then only for the total balance",nonsec,ePurse
"It is a card issuerƒ??s decision to determine the currencies that are allowed to occupy slots in the CEP card. This decision is made by the card issuer during the load or currency exchange transaction, by approving or rejecting the request to authorize the transaction",nonsec,ePurse
A single currency cannot occupy more than one slot. The CEP card must not permit a slot to be assigned a currency if another slot in the CEP card has already been assigned to that currency,nonsec,ePurse
"The CEP card limits each slot to a maximum balance. The maximum balance for a slot is established when a currency is assigned to the slot, and is determined externally by the card issuer or by CEP card data which indicates a maximum balance in a reference currency. There is no requirement that all slot maximums have the same relative value, and there is no requirement for the card to maintain a maximum total value",nonsec,ePurse
Only one version of the CA public key is required in the card. This requires that the PSAMs with which the CEP card exchanges cryptograms must be capable of generating and validating cryptograms using the relevant keys from all current cards,sec,ePurse
"Two-way, or mutual, authentication, where the card authenticates the terminal and the terminal authenticates the card for each transaction, must be performed for off-line transactions",sec,ePurse
"For increased security and convenience, asymmetric cryptography must be used as the authentication security for off-line transactions",sec,ePurse
"The card must authenticate the terminal at the point of sale, ensuring that it is genuine and valid, and use a two-way authentication process",sec,ePurse
"The terminal must authenticate the card and the transaction at the point of sale, ensuring that they are genuine and valid",sec,ePurse
The terminal must participate in a two-way authentication process with the card,sec,ePurse
"For cancel last purchase transactions, the terminal must validate the card and sign the cancellation",sec,ePurse
The terminal must secure transactions by retaining the cardƒ??s symmetric MACing key signature as part of the transaction,sec,ePurse
The terminal must generate a symmetric MACing key signature and send it to the merchant acquirer,sec,ePurse
"Incremental purchase transactions must use two-way authentication for the initial session authentication, and at least one-way, with the terminal authenticating the card, for the remaining increments or some of the remaining increments",sec,ePurse
Load and unload functions must be authenticated using end-to-end security between the card and the card issuer,sec,ePurse
The issuer host must authenticate the card upon the load/unload request,sec,ePurse
The card must authenticate the issuer host upon the response to the request,sec,ePurse
A proof must be sent to the load acquirer that a load or unload occurred to avoid repudiation,sec,ePurse
"The management of keys must be accomplished in a secure, certified environment",sec,ePurse
"There may be multiple certification authorities that manage keys for the system, including the possibility of one overall highest level certification authority (perhaps on an international level), and domestic certification authorities for each country or region",sec,ePurse
"The system must protect the integrity of key transaction data including transaction identification, currency code and amount. If tampering is suspected, the system must cause the transaction to fail",sec,ePurse
Expired cards must not be used for loading electronic value,nonsec,ePurse
"The time period during which a cardholder can unload electronic value, perform a purchase or a currency exchange from an expired card may be determined by each issuer",nonsec,ePurse
"Consumers must be able to load electronic value to their cards at any participating load device, regardless of the location, provided that the currency that is requested is supported by the acquirer and the card issuer",nonsec,ePurse
"Funds issuers must accept funds authorization requests, regardless of the load currency type, as permitted",sec,ePurse
Load devices that are available to the general public should support multiple sources of funding and support both linked and unlinked loads,nonsec,ePurse
Authorizations for load transactions require a form of cardholder authentication for funds requests,sec,ePurse
The load device must support on-line PIN encryption or off-line PIN verification,sec,ePurse
The load device which supports only off-line PIN verification must support both the off-line PIN encryption method and the off-line PIN plain text verification method as defined in EMV,sec,ePurse
"Unload transactions do not require cardholder authentication. (However, an acquirerƒ??s devices may be configured such that authentication is required for access.)",sec,ePurse
The architecture for the electronic purse should not preclude the eventual deployment of a variety of devices to meet the needs of many card acceptance environments. Unload must not be precluded from being supported on any or all of these devices at the option of the acquirer,nonsec,ePurse
